0.000000000000000000e+00,0.000000000000000000e+00,1.499999999999999944e-01,0.000000000000000000e+00
5.000000000000000278e-02,-4.440892098508704097e-16,1.499999999999985789e-01,-8.416878305439468022e-14
9.959733335461579129e-02,-6.854524031146178378e-03,2.033246131697801773e-01,-1.912467172327693768e-02
1.495588560314655147e-01,-3.434893212778365734e-02,3.931945849592141662e-01,-7.843290886350998137e-02
1.995588560314655036e-01,-6.186448046833142173e-02,5.586857532193054698e-01,-1.377868161125002378e-01
2.491177120629593789e-01,-8.913726870093620358e-02,6.986226719799734086e-01,-1.966170519993027388e-01
2.991177120629593955e-01,-1.166528170414921350e-01,8.152802213566219258e-01,-2.559709592482781737e-01
3.486765680944617918e-01,-1.439256052741429148e-01,9.068143748999839548e-01,-3.148011951350979665e-01
3.982354241259428718e-01,-1.711983935067866447e-01,9.742543821094228340e-01,-3.736314310218952772e-01
4.482354241259428607e-01,-1.987139418473402586e-01,1.017769693719183577e+00,-4.329853382708785392e-01
4.977942801573987386e-01,-2.259867300799705270e-01,1.036806935711350075e+00,-4.918155741576130113e-01
5.477942801573987275e-01,-2.535022784205242519e-01,1.031488628437681410e+00,-5.511694814065893899e-01
5.977942801573987719e-01,-2.810178267610777825e-01,1.001645321164012836e+00,-6.105233886555655465e-01
6.473531361888663627e-01,-3.082906149937145179e-01,9.479711790554635753e-01,-6.693536245423551412e-01
6.969715034996506464e-01,-3.355961826372782508e-01,8.700805929336203892e-01,-7.282545097193557915e-01
7.469119922202904771e-01,-3.488582977319516498e-01,8.110254494268949177e-01,-7.843471770861685233e-01
7.969119922202905215e-01,-3.621362236136155821e-01,7.273749621486597094e-01,-8.405066983675473224e-01
8.464708482517553367e-01,-3.582101971403414131e-01,6.838250909901122387e-01,-8.925500005359077171e-01
8.960297042832102710e-01,-3.542841706670762925e-01,6.161810734977394288e-01,-9.445933027042580088e-01
9.460297042832103154e-01,-3.503232074153768694e-01,5.234099034011647777e-01,-9.970998607921573997e-01
9.955885603146765739e-01,-3.463975162312829537e-01,4.073628398065300416e-01,-1.049143062296847617e+00
1.045588560314676618e+00,-3.424362176904111599e-01,2.657588736780933103e-01,-1.101649721048446162e+00
1.095402174223906400e+00,-3.384897615221043599e-01,1.003404172890460799e-01,-1.153960626804575229e+00
1.145147416346149694e+00,-3.345492279654451173e-01,-8.912829775678213218e-02,-1.206199581304743251e+00
1.195147416346149738e+00,-3.305882647137455277e-01,-3.040917056202283031e-01,-1.258706139392643086e+00
1.244706272377605005e+00,-3.266622382404803515e-01,-5.412526376478343781e-01,-1.310749441561006368e+00
1.294515157064173749e+00,-2.945177254950124279e-01,-6.801678204291831120e-01,-1.370141665866748681e+00
1.344265128409057652e+00,-2.546008961931715553e-01,-7.894967249220553596e-01,-1.426755636096668667e+00
1.393823843994659528e+00,-2.103471818249184611e-01,-8.496639286487418508e-01,-1.478952456361777079e+00
1.443823984440507857e+00,-1.669382872624602665e-01,-8.725366078435974337e-01,-1.533841926242099252e+00
1.493821037439599042e+00,-1.234762457464529395e-01,-8.785188802267411834e-01,-1.591021503966035588e+00
1.543382840471961170e+00,-8.570175562591761387e-02,-8.356409889250563383e-01,-1.644058766125849225e+00
1.592941696503420212e+00,-4.792951273149095165e-02,-8.168598016751423829e-01,-1.697092874802627271e+00
1.642941696503420257e+00,-1.921449937530410323e-02,-7.552274635045963525e-01,-1.747856256597772662e+00
1.692500570131563631e+00,-1.193193964445818942e-03,-6.543512901394020753e-01,-1.795963270899261000e+00
1.742500552534883340e+00,5.471117621256585406e-03,-5.132284565095197593e-01,-1.842783845635677320e+00
1.792059459366695418e+00,4.259755305738615466e-03,-3.395252582449708179e-01,-1.888992476343344773e+00
1.842059408566346423e+00,3.037606586249489479e-03,-1.888011236039298657e-01,-1.935612333473384350e+00
1.892059378158458927e+00,1.815462038916973268e-03,-6.260192895339410091e-02,-1.982232210101090519e+00
1.941618264597809729e+00,9.084586333491296607e-04,1.038609750420383532e-01,-2.032882504956409431e+00
1.991258931742553306e+00,-8.529669725107959073e-14,2.464245872598714304e-01,-2.083616381338678547e+00
2.041177120629273478e+00,-8.025209392131968275e-14,4.481345096410958573e-01,-2.142569868913918985e+00
2.090969950254193854e+00,1.764702512785045186e-13,6.250157331247107040e-01,-2.201375288625968540e+00
2.140735976660738782e+00,5.432928410316742169e-14,7.775065671055388927e-01,-2.260149191290592441e+00
2.190294832692205151e+00,9.301988190109115558e-14,9.052679401868789499e-01,-2.318678354317037282e+00
2.240294832692204974e+00,1.233937027951765077e-13,1.009641598359801273e+00,-2.377728513667267229e+00
2.290294832692204796e+00,5.641298395475598279e-14,1.089490256532723578e+00,-2.436778673017498509e+00
2.339853688723655178e+00,3.036340965332457981e-13,1.144540245513340437e+00,-2.495307836043924254e+00
2.389607447121718131e+00,9.256144796677253821e-14,1.175522405782243540e+00,-2.554067110947274788e+00
2.439412544755108492e+00,2.090890606181467739e-14,1.182203153706499643e+00,-2.612887158420583500e+00
2.488971400786550436e+00,5.136247914000797706e-14,1.164756231136036435e+00,-2.671416321446998143e+00
2.538971400786550259e+00,8.570495881276322083e-14,1.122629032658680082e+00,-2.730466480797228535e+00
2.588971400786550081e+00,-7.988369496129591554e-14,1.055976834181323820e+00,-2.789516640147459370e+00
2.638530256818000463e+00,-7.915806037382223403e-14,9.658185275101730527e-01,-2.848045803173883783e+00
2.688527120166086970e+00,6.032674566575832090e-14,8.503414933755167882e-01,-2.907092258128991968e+00
2.738089112849451112e+00,4.505745378746853138e-14,7.117716517589071090e-01,-2.965625125550538588e+00
2.788089112849450935e+00,7.059269313079568132e-14,5.474522155146982483e-01,-3.024675284900793848e+00
2.837647968880905758e+00,2.388250588368779944e-13,3.604883784090101573e-01,-3.083204447927200942e+00
2.887087301539191131e+00,2.831068712794149178e-15,1.499999999999937772e-01,-3.141592653589794448e+00
2.936943348543120447e+00,0.000000000000000000e+00,1.499999999999999944e-01,-3.141592653589794448e+00
2.986502204574589481e+00,0.000000000000000000e+00,1.499999999999999944e-01,-3.141592653589793116e+00
